Abacion magnum
Liogluta microptera
Liobagrus marginatoides
Liobagrus nigricauda
Liobagrus obesus
Liodytes pygaea
Liomys spectabilis
Lionycteris spurrelli
Liocarcinus vernalis
Liocheles waigiensis
Liopholis whitii
Liposcelis bostrychophila
Liphyra brassolis
Lipomyces kononenkoae
Lipolagus ochotensis
Lippia sidoides
Lipomyces starkeyi
Liparis tunicatus
Lipotes vexillifer
Liquidambar formosana
Liquidambar orientalis
Liquidambar styraciflua
Liriomyza bryoniae
Liriodendron chinense
Liriomyza huidobrensis
Lirimiris inopinata
Liriope muscari
Liriomyza sativae
Liriomyza trifolii
Liriodendron tulipifera
Lissonycteris angolensis
Lissodelphis borealis
Listeria grayi
Listeria innocua
Listeria ivanovii
Lissomyema mellita
Listeria monocytogenes
Lissodelphis peronii
Listeria seeligeri
Lissotriton vulgaris
Listeria welshimeri
Lithodes aequispinus
Lithobates areolatus
Lithobates berlandieri
Litoria burrowsi
Litomosoides carinii
Lithobates clamitans
Litchi chinensis
Lithophyllon concinna
Lithobates catesbeianus
Lithospermum erythrorhizon
Litoria ewingii
Litoria fallax
Lithobius forficatus
Littorina littorea
Lithodytes lineatus
Lithodes longispina
Lithodes maja
Lithognathus mormyrus
Lithodes nintokuae
Littorina obtusata
Lithobates okaloosae
Lithobates palustris
Litoria peronii
Lithobates pipiens
Littorina plena
Litoria rothii
Litoria rubella
Lithodes santolla
Littorina scutulata
Lithobates sevosus
Lithobates sphenocephalus
Litomosoides sigmodontis
Lithobates septentrionalis
Lithobates sylvaticus
Lithodesmium undulatum
Litocranius walleri
Liua shihi
Livistona chinensis
Loa loa
Lobocla bifasciatus
Lobelia cardinalis
Lobodon carcinophaga
Lobophytum crassum
Loboptera decipiens
Lobelia erinus
Lobophyllia hemprichii
Lobularia maritima
Lobelia puberula
Lobatophasma redelinghuysense
Lobactis scutaria
Loboparadisea sericea
Lobelia siphilitica
Lochmaea capreae
Locusta migratoria
Locustella pryeri
Lodderomyces elongisporus
Loeseliastrum schottii
Ligia pallasii
Lokiarchaeota archaeon
Loligo forbesii
Lolium multiflorum
Lolium perenne
Lolium rigidum
Lolium temulentum
Loligo vulgaris
Lomatium dasycarpum
Lonomia achelous
Lonchorhina aurita
Lonchophylla chocoana
Lontra canadensis
Lonchothrix emiliae
Lontra felina
Lonchophylla handleyi
Lonchitis hirsuta
Lonicera involucrata
Lonicera japonica
Lontra longicaudis
Lonchophylla mordax
Lonomia obliqua
Lonchophylla robusta
Lonicera sempervirens
Lophiotoma acuta
Lophiotoma albina
Lophius americanus
Lopholaimus antarcticus
Lophium arboricola
Lophocebus aterrimus
Lophopanopeus bellus
Lophostoma brasiliense
Lophura bulweri
Lophiotoma brevicaudata
Lophiodes caulinaris
Lophiotoma cerithiformis
Lophostrix cristata
Lophozonia cunninghamii
Lopidium concinnum
Lopha cristagalli
Lophophanes cristatus
Lophyra catena
Lophodytes cucullatus
Lophophanes dichrous
Lophura diardi
Lophosaurus dilophus
Lophura edwardsi
Lophura erythrophthalma
Lophostoma evotis
Lophuromys flavopunctatus
Lopholithodes foraminatus
Lophura hatinhensis
Lophura ignita
Lophophorus impejanus
Lophura leucomelanos
Lophophorus lhuysii
Lophius litulon
Lopholithodes mandtii
Lophura nycthemera
Lophiotoma olangoensis
Lophius piscatorius
Lophophorus sclateri
Lophostoma schulzi
Lophiomus setigerus
Lophuromys sikapusi
Lophostoma silvicolum
Lophonetta specularioides
Lopidium struthiopteris
Lophura swinhoii
Lophophora williamsii
Lorius albidinucha
Loriculus galgulus
Lorius garrulus
Loricera pilicornis
Loris tardigradus
Lotus corniculatus
Lottia gigantea
Lotus japonicus
Lota lota
Lotus tetragonolobus
Lovettia sealii
Loxocorone allax
Loxodonta africana
Loxocera albisata
Loxosceles amazonica
Loxosceles apachea
Loxosceles arizonica
Loxocemus bicolor
Loxosceles boneti
Loxops coccineus
Loxia curvirostra
Loxodonta cyclotis
Loxosceles deserta
Loxosceles gaucho
Loxopholis guianense
Loxosceles hirsuta
Loxosceles intermedia
Loxosceles laeta
Loxia leucoptera
Loxigilla noctis
Loxopholis osvaldoi
Loxopholis percarinatum
Loxosceles reclusa
Loxosceles rufescens
Loxosceles sabina
Loxostege sticticalis
Loxothysanus sinuatus
Loxosceles similis
Loxosceles spinulosa
Loxosceles spadicea
Loxodes striatus
Loxosceles variegata
Lucilia ampullacea
Luciobarbus bocagei
Lucilia caesar
Lucanus cervus
Luciola cruciata
Lucilia cuprina
Lucasium damaeum
Lucilia eximia
Lucanus formosanus
Lucihormetica grossei
Lucilia illustris
Lucernaria janetae
Luciola mingrelica
Lucilia papuensis
Lucilia porphyrina
Lucilia sericata
Lucihormetica subcincta
Lucihormetica verrucosa
Ludisia discolor
Ludwigia peploides
Luetkenotyphlus brasiliensis
Luehea seemannii
Luffa acutangula
Luffa aegyptiaca
Lumbricus rubellus
Lumbricus terrestris
Lunaria annua
Lundellianthus jaliscensis
Lunarca ovalis
Lunaria rediviva
Lupinus atlanticus
Lupinus albifrons
Lupinus andersonii
Lupinus albescens
Lupinus argenteus
Lupinus albus
Lupinus angustifolius
Lupinus arboreus
Lupinus arcticus
Lupinus aureonitens
Lupinus cosentinii
Lupinus digitatus
Lupinus grayi
Lupinus hispanicus
Lupinus latifolius
Lupinus luteus
Lupinus micranthus
Lupinus microcarpus
Lupinus mutabilis
Lupinus nanus
Lupinus nootkatensis
Lupinus paraguariensis
Lupinus perennis
Lupinus pilosus
Lupinus polyphyllus
Lupinus princei
Lupinus rivularis
Lupinus sericeus
Lupinus texensis
Luronium natans
Luscinia svecica
Lutjanus argentimaculatus
Lutjanus bengalensis
Lutjanus campechanus
Lutreolina crassicaudata
Lutjanus decussatus
Lutjanus erythropterus
Lutjanus guttatus
Lutjanus johnii
Lutjanus kasmira
Lutzomyia longipalpis
Lutra lutra
Lutjanus malabaricus
Lutjanus peru
Lutjanus rivulatus
Lutjanus russellii
Lutjanus sebae
Lutjanus synagris
Luvarus imperialis
Luzula campestris
Luzula multiflora
Lycaena alciphron
Lycopodiella alopecuroides
Lycoris aurea
Lycium barbarum
Lychnothamnus barbatus
Lycophidion capense
Lycium cestroides
Lycodryas citrinus
Lycopodium clavatum
Lycium chinense
Lycalopex culpaeus
Lycodichthys dearborni
Lycopodium deuterodensum
Lycaena dispar
Lycaena dione
Lycaena editha
Lycogala epidendrum
Lycosa erythrognatha
Lycopus europaeus
Lycium ferocissimum
Lycengraulis grossidens
Lycalopex griseus
Lycalopex gymnocercus
Lycaena helloides
Lycaena helle
Lycodonomorphus inornatus
Lychas mucronatus
Lycenchelys muraena
Lycaena phlaeas
Lycaon pictus
Lycodes polaris
Lycianthes rantonnetii
Lycaena rubidus
Lycoris radiata
Lycodes reticulatus
Lycodonomorphus rufulus
Lycodon rufozonatus
Lycium ruthenicum
Lycium sandwicense
Lycalopex sechurae
Lycosa singoriensis
Lycodon semicarinatus
Lycoris sanguinea
Lycoris squamigera
Lycenchelys sarsii
Lycosa tarantula
Lycalopex vetulus
Lycodes vahlii
Lycodonomorphus whytii
Lycaena xanthoides
Lygus hesperus
Lygodium japonicum
Lygus lineolaris
Lygeum spartum
Leymus arenarius
Lymantria dispar
Lymnaea stagnalis
Lymantria xylina
Lynx canadensis
Lynx lynx
Lynx pardinus
Lynx rufus
Lyophyllum decastes
Lyonia ferruginea
Lyonsia hyalina
Lyonia ligustrina
Lyonia lucida
Lyonsia norwegica
Lyonia ovalifolia
Lyophyllum shimeji
Lysandra bellargus
Lysichiton camtschatcensis
Lysinema ciliatum
Lysidice collaris
Lysandra coridon
Lysobacter enzymogenes
Lysobacter lactamgenus
Lysiosquillina maculata
Lysurus mokusin
Lysimachia maritima
Lysimachia nemorum
Lysidice ninetta
Lysinibacillus sphaericus
Lysiphlebus testaceipes
Lysimachia vulgaris
Lysmata wurdemanni
Lytechinus anamesus
Lytechinus euerces
Lytechinus pictus
Lythrum salicaria
Lytechinus variegatus
Lytechinus williamsi
Maackia amurensis
Macropygia amboinensis
Macrodon ancylodon
Macrotocinclus affinis
Macropus agilis
Macrobrachium amazonicum
Macropus antilopinus
Macrobrachium asperulum
Macaca arctoides
Macaca assamensis
Machimus arthriticus
Macrobrachium australiense
Macrotyloma axillare
Macrotarsomys bastardi
Macroprotodon brevis
Macrotus californicus
Mactra chinensis
Macrococcus caseolyticus
Macrothele calpeiana
Macronycteris commersoni
Macrozamia communis
Macrobrachium crenulatum
Macroprotodon cucullatus
Macaca cyclopis
Macrobdella decora
Macrozamia dyeri
Macrobrachium equidens
Macropus eugenii
Macaca fascicularis
Macropus fuliginosus
Macrosteles fascifrons
Macrobrachium faustinum
Macropis fulvipes
Macronectes giganteus
Macropharyngodon geoffroy
Macroderma gigas
Macropus giganteus
Macrocybe gigantea
Macrosetella gracilis
Macrothele gigas
Macronectes halli
Macaca hecki
Maconellicoccus hirsutus
Macrobrachium hancocki
Macracanthorhynchus hirudinaceus
Macroagelaius imthurni
Macadamia integrifolia
Macropus irma
Macrotis lagotis
Macrovipera lebetina
Macrobrachium lanchesteri
Macaca leonina
Macrobrachium lar
Macrobrachium latidactylus
Macrobrachium malcolmsonii
Macrophyllum macrophyllum
Macruronus magellanicus
Macroregonia macrochira
Macroglossus minimus
Macrocephalon maleo
Macroprotodon mauritanicus
Macrozamia moorei
Macaca maura
Macrurocampa marthesia
Macaca mulatta
Macoma nasuta
Macaca nemestrina
Macaca nigra
Macrocallista nimbosa
Macruronus novaezelandiae
Macrobrachium nipponense
Macaca nigrescens
Macaca ochreata
Macrobrachium olfersii
Macropus parryi
Macrolepiota procera
Macaca pagensis
Macrophomina phaseolina
Macropus parma
Maclura pomifera
Macroscelides proboscideus
Macgregoria pulchra
Macrocystis pyrifera
Macrosteles quadrilineatus
Macaca radiata
Macropus rufogriseus
Macropus robustus
Macrobrachium rosenbergii
Macropus rufus
Macrothele raveni
Macaca sinica
Macaca silenus
Macaca speciosa
Macroglossum stellatarum
Macroagelaius subalaris
Macaca sylvanus
Machaeranthera tanacetifolia
Macrochelys temminckii
Macaca thibetana
Macrothele taiwanensis
Macrobrachium tolmerum
Macaca tonkeana
Macadamia ternifolia
Macropipus tuberculatus
Macrorhamphosodes uradoi
Macrotus waterhousii
Madia elegans
Madoqua guentheri
Madascincus igneocaudatus
Madoqua kirkii
Madracis mirabilis
Madia sativa
Madoqua saltiana
Magnolia acuminata
Magnolia champaca
Magnolia denudata
Magnolia figo
Magnolia grandiflora
Magnetospirillum gryphiswaldense
Magnaporthe grisea
Mageeibacillus indolicus
Magnolia latahensis
Magnolia liliiflora
Magnolia macrophylla
Magnetospirillum magnetotacticum
Magnetococcus marinus
Magnoteuthis magna
Magnetococcus massalia
Magnusiomyces magnusii
Magnaporthe oryzae
Magnaporthiopsis poae
Magnolia pyramidata
Magnetospirillum magneticum
Magicicada septendecim
Magnolia salicifolia
Magnolia soulangeana
Magnolia stellata
Magnolia tripetala
Magnolia virginiana
Mahella australiensis
Maianthemum dilatatum
Maihuenia poeppigii
Maianthemum racemosum
Maireana sedifolia
Maianthemum stellatum
Zea mays
Maja squinado
Makalata didelphoides
Makalata macrura
Makaira mazara
Makaira nigricans
Malacosoma americanum
Malvaviscus arboreus
Malbranchea aurantiaca
Malus baccata
Malacosoma californicum
Malbranchea cinnamomea
Malawimonas californiana
Malpighia coccigera
Malacosoma disstria
Malus domestica
Malacomys edwardsi
Malapterurus electricus
Malacoceros fuliginosus
Malassezia furfur
Malpighia glabra
Malassezia globosa
Malus hupehensis
Malawimonas jakobiformis
Malosma laurina
Malacomys longipes
Malus micromalus
Malpolon monspessulanus
Malacosoma neustria
Malva neglecta
Malania oleifera
Malva parviflora
Malus platycarpa
Malus pumila
Malva pusilla
Malayopython reticulatus
Malonomonas rubra
Malassezia sympodialis
Malacoraja senta
Malva sylvestris
Malaclemys terrapin
Malayopython timoriensis
Malacothrix typica
Mallotus villosus
Mammut americanum
Mammea americana
Mamestra brassicae
Mammillaria haageana
Mammuthus primigenius
Manoao colensoi
Manduca corallina
Manihot esculenta
Manduca florestan
Mannheimia glucosida
Mannheimia haemolytica
Mangifera indica
Manis javanica
Maniola jurtina
Mantophasma kudubergense
Mandrillus leucophaeus
Manacus manacus
Manorina melanocephala
Manucerthia mana
Maniola nurag
Manduca occulta
Mandragora officinarum
Manis pentadactyla
Manduca pellenia
Mantis religiosa
Manduca rustica
Manduca sexta
Mannheimia succiniciproducens
Mandrillus sphinx
Mantoniella squamata
Manis tetradactyla
Mannophryne trinitatis
Manilkara zapota
Mareca americana
Marinobacter adhaerens
Martes americana
Marsilea ancylopoda
Martynia annua
Marmota baibacina
Marmota bobak
Maranta bicolor
Marsilea botryocarpa
Marmota broweri
Marenzelleria bastropi
Marmota caligata
Marshallia caespitosa
Marisa cornuarietis
Marsilea crenata
Marmota caudata
Margaritifera dahurica
Marsilea drummondii
Marpesia eleuchea
Martes flavigula
Margaritifera falcata
Marmota flaviventris
Martes foina
Mareca falcata
Marthasterias glacialis
Marichromatium gracile
Marinococcus halophilus
Marmota himalayana
Marinobacter hydrocarbonoclasticus
Marinithermus hydrothermalis
Marmosops incanus
Marmosops impavidus
Marrubium incanum
Marmosa lepida
Marinomonas mediterranea
Marsilea minuta
Marsilea macropoda
Margarinotus merdarius
Martes melampus
Marsilea mutica
Maricaulis maris
Marmota menzbieri
Marmota monax
Marmota marmota
Martes martes
Marmosa murina
Marmosa mexicana
Marsilea nashii
Marenzelleria neglecta
Marmosops noctivagus
Maritrema novaezealandense
Marmota olympus
Marrus orthocanna
Marchantia paleacea
Martes pennanti
Marmosops pinheiroi
Marinitoga piezophila
Marsilea polycarpa
Mareca penelope
Marchantia polymorpha
Marinomonas posidonica
Marrubium peregrinum
Marichromatium purpuratum
Marmosops parvidens
Marsilea quadrifolia
Maratus rainbowi
Marmosa robinsoni
Marmosa rubra
Marphysa sanguinea
Mareca sibilatrix
Marathrum schiedeanum
Marmota sibirica
Mareca strepera
Marivirga tractuosa
Marmota vancouverensis
Marsilea vestita
Marenzelleria viridis
Maruca vitrata
Marrubium vulgare
Martes zibellina
Mastigamoeba balamuthi
Mastomys coucha
Mastotermes darwiniensis
Massonia depressa
Mastigoproctus giganteus
Mastigeulota kiangsinensis
Mastigocladus laminosus
Masturus lanceolatus
Massoutiera mzabi
Mastomys natalensis
Massicus raddei
Mastocarpus stellatus
Masticophis taeniatus
Matricaria discoidea
Matthiola incana
Matricaria matricarioides
Matteuccia struthiopteris
Matthiola tricuspidata
Mauremys reevesii
Maxomys bartelsii
Maxomys surifer
Maxomys whiteheadi
Mayetiola destructor
Mayaheros urophthalmus
Mazama americana
Mazocraeoides gonialosae
Mazzaella laminarioides
Mazzaella lilacina
Mazamastrongylus odocoilei
Mazus pumilus
Mazus reptans
Mazzaella splendens
Mazus stachydifolius
Mecaphesa anguliventris
Mecaphesa asperata
Mecistocirrus digitatus
Mecopoda elongata
Mecopoda niponensis
Meccus pallidipennis
Mecardonia procumbens
Mediaster aequalis
Medicago sativa
Medicago scutellata
Medicago truncatula
Medeola virginiana
Meesia triquetra
Meesia uliginosa
Megaselia abdita
Megatherium americanum
Megaceryle alcyon
Megalobrama amblycephala
Megadyptes antipodes
Megascops albogularis
Megascops atricapilla
Megascops asio
Megalops atlanticus
Megascops choliba
Megacopta cribraria
Megalaspis cordyla
Megathura crenulata
Megapodius cumingii
Megisto cymela
Megapodius decollatus
Megaerops ecaudatus
Megasphaera elsdenii
Megapodius eremita
Megascolia flavifrons
Megapodius forstenii
Megapodius freycinet
Meghimatium fruhstorferi
Megasorex gigas
Megaloceros giganteus
Megascops guatemalae
Megascops hoyi
Megalonyx jeffersonii
Megascops kennicottii
Megapodius layardi
Megaderma lyra
Megadontomys nelsoni
Megaerops niphanae
Megaptera novaeangliae
Meganyctiphanes norvegica
Megastigmus pinus
Megalobrama pellegrini
Megacarpaea polyandra
Megapodius pritchardii
Megascops roboratus
Megapodius reinwardt
Megabalanus rosa
Megachile rotundata
Megaselia scalaris
Megadromus speciosus
Megophrys shapingensis
Megarcys signata
Megaderma spasma
Megaleledone setebos
Megapodius tenimberensis
Megadontomys thomasi
Megascops trichopsis
Megaceryle torquata
Megastigmus transvaalensis
Megoura viciae
Megabalanus volcano
Megascops watsonii
Megaerops wetmorei
Megaloglossus woermanni
Meiacanthus atrodorsalis
Meiothermus ruber
Meiothermus silvanus
Meiracyllium trinasutum
Melozone aberti
Melilotus albus
Melanoplus aridus
Melanogrammus aeglefinus
Melecta albifrons
Melicytus angustifolius
Melanerpes aurifrons
Melica altissima
Melanoplus angustipennis
Melanocarpus albomyces
Melanoplus alpinus
Meloidogyne arenaria
Meloidogyne artiellia
Melanochromis auratus
Melaniparus albiventris
Melia azedarach
Melastoma beccarianum
Melanoplus bivittatus
Melanoplus borealis
Melanoplus bruneri
Mellivora capensis
Melongena corona
Melittia cucurbitae
Meladema coriacea
Meligethes canariensis
Meloidogyne chitwoodi
Melica ciliata
Melitaea cinxia
Melanoplus confusus
Melithaea caledonica
Melanerpes carolinus
Melozone crissalis
Melicytus chathamicus
Melica cupanii
Melanoplus crux
Melanerpes chrysogenys
Melanoplus dawsoni
Melitaea didyma
Melanoplus devastator
Melanoplus differentialis
Melicytus dentatus
Melanerpes erythrocephalus
Meloidogyne exigua
Melonycteris fardoulisi
Melozone fusca
Melanoplus femurrubrum
Melanotaenia fluviatilis
Melanerpes formicivorus
Melanitta fusca
Melipotes fumigatus
Meleagris gallopavo
Melospiza georgiana
Melampitta gigantea
Melanoplus gladstoni
Melanoplus gaspesiensis
Melanargia galathea
Meloidogyne hapla
Melanothamnus harveyi
Meloidogyne incognita
Melilotus indicus
Melanthera integrifolia
Melanoplus infantilis
Melilotus italicus
Meloidogyne javanica
Melanocetus johnsonii
Melanoplus keeleri
Melandrium keiskei
Melanoplus lakinus
Melibe leonina
Melanitis leda
Melampyrum lineare
Melicytus latifolius
Melampsora lini
Melospiza lincolnii
Mellita longifissa
Melampsora larici-populina
Melithreptus lunatus
Melitaea latonigena
Melampodium leucanthum
Melanerpes lewis
Melianthus major
Melanodera melanodera
Melicytus macrophyllus
Melanoplus madeleineae
Meles meles
Melinis minutiflora
Melolontha melolontha
Melonycteris melanops
Melospiza melodia
Melanoplus marshalli
Melogale moschata
Melanoplus montanus
Melanocetus murrayi
Melanoplus mexicanus
Meloidogyne mayaguensis
Melichthys niger
Melanosuchus niger
Melanitta nigra
Melita nitida
Melanthera nivea
Melicytus obovatus
Melanoplus occidentalis
Meleagris ocellata
Melilotus officinalis
Melissa officinalis
Melanoplus oregonensis
Melanoplus packardii
Melissococcus plutonius
Melanitta perspicillata
Melitaea phoebe
Melita plumulosa
Meloidogyne paranaensis
Melanoides polymorpha
Melitara prodenialis
Meloe proscarabaeus
Melicytus ramiflorus
Melinis repens
Melanospiza richardsoni
Melioribacter roseus
Melanargia russiae
Melanoplus sanguinipes
Melanostoma scalare
Melanotaenia splendida
Melastoma sanguineum
Melanagromyza sojae
Melanoplus spretus
Melanoplus triangularis
Melanoides tuberculata
Melopsittacus undulatus
Melica uniflora
Melanerpes uropygialis
Melursus ursinus
Melichthys vidua
Melaleuca viridiflora
Melanonus zugmayeri
Memecylon elaeagni
Memphis forreri
Membranipora membranacea
Membranipora serrilamella
Menippe adina
Menticirrhus americanus
Mentha aquatica
Mentha arvensis
Mentha australis
Mentha cervina
Mentha cunninghamii
Mentha diemenica
Mentha gracilis
Mentzelia laevicaulis
Mentzelia lindleyi
Mentha longifolia
Menippe mercenaria
Mengenilla moldrzyki
Mentha piperita
Mentha pulegium
Mentha requienii
Mentha satureioides
Mentha spicata
Mentha suaveolens
Menyanthes trifoliata
Mephitis mephitis
Merodon albifrons
Mergellus albellus
Merulina ampliata
Mercurialis annua
Merodon avidus
Merluccius bilinearis
Mercenaria campechiensis
Meridiastra calcar
Merluccius capensis
Meriones crassus
Merodon equestris
Merluccius gayi
Meridiastra gunnii
Merluccius hubbsi
Meretrix lusoria
Mercenaria mercenaria
Meridiastra medius
Merluccius merluccius
Mergus merganser
Meriones meridianus
Merlangius merlangus
Meretrix meretrix
Merops nubicus
Merluccius paradoxus
Mercurialis perennis
Merluccius polli
Merluccius productus
Merluccius senegalensis
Meriones shawi
Mergus serrator
Meriones unguiculatus
Merops viridis
Mesocricetus auratus
Mesorhizobium australicum
Mesoplodon bidens
Mesoplodon bowdoini
Mesocricetus brandti
Mesoplodon carlhubbsi
Mesembryanthemum crystallinum
Mesoplodon densirostris
Mesoplodon europaeus
Mesobuthus eupeus
Mesonauta festivus
Mesodontrachia fitzroyana
Mesoplasma florum
Mesocentrotus franciscanus
Mesobuthus gibbosus
Mesoclemmys gibba
Mesoplodon ginkgodens
Mesoplodon grayi
Mesoplodon hectori
Mesomys hispidus
Mesonauta insignis
Mesosemia lamachus
Mesocestoides litteratus
Mesoplodon layardii
Mesobuthus martensii
Mesophylla macconnelli
Mesembrina meridiana
Mesoplodon mirus
Mesoclemmys nasuta
Mesembryanthemum noctiflorum
Mesembryanthemum nodiflorum
Mesocentrotus nudus
Mesorhizobium opportunistum
Mesoplodon peruvianus
Mesorhizobium plurifarium
Mesosphaerum suaveolens
Mesopodopsis slabberi
Mesenchytraeus solifugus
Mesoplodon stejnegeri
Mesomexovis subcristatus
Mesostigma viride
Methylomicrobium alcaliphilum
Methanococcus aeolicus
Methanosarcina acetivorans
Metallura aeneocauda
Metarhizium anisopliae
Methylocapsa acidiphila
Methylomicrobium album
Methylomonas aminofaciens
Metarhizium acridum
Methanocella arvoryzae
Metarhizium album
Methanomethylophilus alvus
Methanoregula boonei
Methanosarcina barkeri
Methanoculleus bourgensis
Metallura baroni
Methanobacterium bryantii
Metarhizium brunneum
Methanococcoides burtonii
Metopium brownei
Methylorubrum extorquens
Methylococcus capsulatus
Metrosideros collina
Methylomonas clara
Metacordyceps chlamydosporia
Metrius contractus
Metallosphaera cuprina
Metapolybia cingulata
Methanocella conradii
Metapenaeus ensis
Metallura eupogon
Methanohalobium evestigatum
Methanocaldococcus fervens
Methylacidiphilum fumariolicum
Methanothermus fervidus
Methylophaga frappieri
Methylobacillus flagellatus
Methanobacterium formicicum
Methanoregula formicica
Metarhizium guizhouense
Methylobacillus glycogenes
Methylovorus glucosetrophus
Metaphire guillelmi
Metasequoia glyptostroboides
Methanosaeta harundinacea
Methanomethylovorans hollandica
Metaphire hilgendorfi
Methanospirillum hungatei
Methylosulfonomonas methylovora
Methylacidiphilum infernorum
Metabacillus indicus
Methanotorris igneus
Methanomassiliicoccus intestinalis
Methanocaldococcus infernus
Metopidius indicus
Methanobacterium ivanovii
Methanocaldococcus jannaschii
Methanopyrus kandleri
Methanobacterium lacus
Methylophilus leisingeri
Metabetaeus lohena
Methanocorpusculum labreanum
Methanococcus maripaludis
Methanosarcina mazei
Metapone madagascarica
Methylophilus methylotrophus
Metarhizium majus
Metacarcinus magister
Methylomonas methanica
Methanoculleus marisnigri
Methylotenera mobilis
Metabetaeus minutus
Metriopelia morenoi
Methylobacter marinus
Methanohalophilus mahii
Methanococcoides methylutens
Metavelifer multiradiatus
Methylovorus mays
Metacrinia nichollsi
Methylophaga nitratireducenticrescens
Methylobacterium nodulans
Metachirus nudicaudatus
Metallura odomae
Methanogenium organophilum
Methanothermococcus okinawensis
Methanobrevibacter olleyae
Methylobacterium organophilum
Methanolacinia petrolearia
Metator pardalinus
Methylorubrum populi
Methanosphaerula palustris
Metallura phoebe
Methylocella palustris
Metrosideros polymorpha
Methylibium petroleiphilum
Metallosphaera prunae
Methanocella paludicola
Metastrongylus pudendotectus
Methanobacterium paludis
Metarhizium robertsii
Methylobacterium radiotolerans
Methanobrevibacter ruminantium
Metarhizium rileyi
Methylomonas rubra
Methanobrevibacter smithii
Metallosphaera sedula
Metroxylon sagu
Methylocella silvestris
Methanothermus sociabilis
Metridium senile
Methanothrix soehngenii
Metastrongylus salmi
Metaphire sieboldi
Methylosinus sporium
Methanosphaera stadtmanae
Metajapyx subterraneus
Methanosarcina thermophila
Methanothermobacter thermautotrophicus
Methanolobus tindarius
Methanothermococcus thermolithotrophicus
Methanothermobacter marburgensis
Methylococcus thermophilus
Methanothrix thermoacetophila
Methylosinus trichosporium
Metallura theresiae
Methylocella tundrae
Methylobacter tundripaludum
Metallura tyrianthina
Methyloversatilis universalis
Methylotenera versatilis
Methanococcus voltae
Methanococcus vannielii
Metroxylon vitiense
Methanocaldococcus vulcanius
Methanothermobacter wolfeii
Methanosalsum zhilinae
Mexacanthina lugubris
Miamiensis avidus
Miarus campanulae
Miarus fennicus
Micrarchaeum acidiphilum
Microcystis aeruginosa
Micavibrio aeruginosavorus
Microtus abbreviatus
Microspingus alticola
Mico argentatus
Microtus agrestis
Micromonospora aurantiaca
Michelia alba
Microbacterium ammoniaphilum
Microtus arvalis
Micrurus altirostris
Microscelis amaurotis
Microphis brachyurus
Microcebus berthae
Micronycteris brosseti
Microgale brevicaudata
Microbatrachella capensis
Microtus cabrerae
Micromonas commoda
Microtus californicus
Micromonospora chalcea
Micrurus clarki
Microcycas calocoma
Michelia compressa
Microtus canicaudus
Micrurus corallinus
Microplitis croceipes
Micaria constricta
Microtus chrotorrhinus
Microgale cowani
Micromalthus debilis
Micoureus demerarae
Microvelia douglasi
Micraspis discolor
Micrurus dumerilii
Micropterus dolomieu
Microchaete diplosiphon
Microtus duodecimcostatus
Micromonospora echinospora
Mico emiliae
Micruroides euryxanthus
Microsciurus flaviventer
Microtus felteni
Micropterus floridanus
Micrurus fulvius
Micropsitta finschii
Microtus fortis
Micrurus frontalis
Microtetraspora fusca
Micrathena gracilis
Microsteris gracilis
Microtus gerbei
Microcebus griseorufus
Microtetraspora glauca
Microtus guentheri
Micronycteris giovanniae
Micromonospora griseorubida
Microtus guatemalensis
Micrastur gilvicollis
Micromurexia habbema
Microhyla heymonsi
Micronycteris hirsuta
Micronycteris homezi
Mico humeralifer
Microctonus hyperodae
Micrurus ibiboboca
Micropechis ikaheca
Micranthes integrifolia
Micropsectra junci
Microcebus jollyae
Micranthus junceus
Microtus kirgisorum
Microtus kikuchii
Micropotamogale lamottei
Micrococcus luteus
Micrurus lemniscatus
Microgale longicaudata
Microcebus lehilahytsara
Microtus liechtensteini
Micrurus laticollaris
Microperoryctes longicauda
Microtus longicaudus
Microbacterium liquefaciens
Microarthridion littorale
Microtus lusitanicus
Microbacterium luteolum
Microtus levis
Microtus montanus
Micronycteris microtis
Microdipodops megacephalus
Microtus middendorffii
Microtus mexicanus
Microgale majori
Micronycteris megalotis
Microcebus mittermeieri
Microtus majori
Micrathena militaris
Microcarbo melanoleucos
Microcebus mamiratra
Micromys minutus
Microtus montebelli
Micrurus mipartitus
Microtus miurus
Microryzomys minutus
Micronycteris minuta
Microcebus murinus
Microcebus myoxinus
Micaelamys namaquensis
Micrurus nigrocinctus
Microdochium nivale
Micropsectra notescens
Microtus oaxacensis
Microplitis ocellatae
Microtus oeconomus
Microtus ochrogaster
Microhyla okinavensis
Micromonospora olivasterospora
Microhyla ornata
Microtus oregoni
Microdipodops pallidus
Micromonas pusilla
Micadina phluctainoides
Microtus pennsylvanicus
Microthlaspi perfoliatum
Microtus pinetorum
Microlepia platyphylla
Microlunatus phosphovorus
Micromesistius poutassou
Micaria pulicaria
Micranthes punctata
Micropteropus pusillus
Micrurus pyrrhocryptus
Microtus quasiater
Microcebus ravelobensis
Micoureus regina
Microcebus rufus
Microtus richardsoni
Micromonospora rosea
Micrasema rusticum
Micropterus salmoides
Microtus subterraneus
Micronycteris schmidtorum
Micrathena sagittata
Microcotyle sebastis
Microspora stagnorum
Microdochium sorghi
Microcebus simmonsi
Microcebus sambiranensis
Microtus socialis
Microcosmus squamiger
Micranthes stellaris
Microcanthus strigatus
Micrurus surinamensis
